episode,text
71,"Jake:  Yeyuh!
"
71,"Finn:  [On the ground] Aww! [Opens one eye] Nooo! 
"
71,"Jake:  Banana Man get your butt on board, we've got a date with destiny!
"
71,"Finn:  No! [Grabs on Jake's leg.]
"
71,"Jake:  Get off you cant mess with fate 
"
71,"Finn:  No I'm not gonna let you die!
"
71,"Jake:  Finn
"
71,"Finn:  Don't do this!
"
71,"Jake:  Finn.
"
71,"Finn:  No!
"
71,"Jake:  Finn, let me go.
"
71,"Finn:  [Sniffs] Please. [Sniffs] Please.
"
71,"Jake:  You have to let me go.
"
71,"Finn:  No. [Sniffs] Please.
"
71,"Jake:  Destiny!! [Shakes Finn off his leg when the rocket is about to shoot off]
"
71,"Banana Man:  There's not enough boom boom sticks in the stick hole! No!
"
71,"Finn:  Jake!
"
71,"Jake:  Take care brother you weren't by my side in the croak dream but I'm glad you're here to see me off
"
71,"Finn:  That's right! I wasn't in his dream! That means...
"
71,"[The dynamite is about to explode.]
"
71,"Jake:  See you on the other side! [The dynamite ignites and the rocket starts fly.]
"
71,"Banana Man:  Ahh!! [The glass jar he was holding breaks on the ground into lots of pieces.]
"
71,"Jake:  Huh? Whaaa?
"
71,"[The rocket's bottom breaks off and it tips over.]
"
71,"Jake:  Am I in glob world?
"
71,"[The rocket lands sideways and the ground cracks all around and breaks, the rocket ship, Jake and Banana Man falling with it.
"
71,"Jake & Banana Man:  Ahhh!
"
71,"Finn:  Jake! Jake! [Finn jumps in the hole.] Jake I'm coming with you! [Everybody falls in an underground body of water.]
"
71,"Banana Man:  Ahh!
"
71,"[Jake is holding his breath underwater, which looks like space, and sees Banana Man, the space ship and a model of the earth. Jake is excited as his croak dream is happening as planned. Finn swims over to him, to Jake's disappointment.]
"
71,"Jake:  Fiiiiiiinnn, don't try to stop me, Finn!
"
71,"Finn:  No, it's okay, I'm here to stay by your side! [Finn hugs Jake who smiles.]
"
71,"Jake:  Thanks man, I knew you'd come around.
"
71,"[Finn begins squeezing Jake hard and his face begins to turn red, Jake notices he is running out of air and gets him out of the water, breathing hard, and jumps on Finn, who squirts water out of his mouth.]
"
71,"Finn:  [Coughs]
"
71,"Jake:  Take it easy there, buddy.
"
71,"Banana Man:  [Swims to the surface of the water and begins to cough] I just wanted to borrow some sugar!! [He passes out]
"
71,"Jake:  Poor Banana Man. So I guess that wasn't a real croak dream after all! It didn't really come together quite right.
"
71,"Finn:  Heh, heh yeah.
"
71,"Jake:  Hey no wait, in the croak dream it was me and Banana Man, [Stretches himself and Banana Man on his belly] but this time you were here too. [Stretches Finn on his belly] So... [Stretches stomach back to normal] it must be destined to happen again when your not around!
"
71,"Finn:  Well in that case, I'll just have to never leave your side ever again for the rest of our lives.
"
71,"Jake:  Hmm? [Finn puts his face against Jake's] What are you doing?
"
71,"Finn:  [Weird voice] I can never leave your side ever again for the rest of our lives.
"
71,"Jake:  [Slight pause] Get off of me!
"
71,"Finn:  [Weird voice] For the rest of our lives [Chases Jake]
"
71,"Jake:  No!
"
71,"Finn:  I know where you live
"
71,"Jake:  No, c'mon!
"
71,"Finn:  Ooh! Ooh!
"
71,"Jake:  I know you're not a ghost Finn, stop chasing me!
"
71,"Banana Man:  [Banana Man exercises behind a changing color background.] Aoo hoo! Ha ha! [lifts his leg up and down] Uh huh! [Bends over back and forth] Ha ha! [Shakes his arms up and down] Yeah! [Does a backflip, lands in the splits and claps twice.]
"
71,"[The episode ends.]
"
72,"[The episode begins with Finn looking at a map and then at Jake, who is smiling.]
"
72,"Finn:  Jake... you made this?
"
72,"Jake:  Yeah!
"
72,"Finn:  And you buried the treasure right here?
"
72,"Jake:  Uh-huh.
"
72,"Finn:  Jake! You're awesome! [Jake shrugs. They both begin digging.] So cool...
"
72,"[After a scene transition, Finn and Jake are still digging. They eventually come across a case in the dirt.]
"
72,"Finn:  A suitcase?! Oh, man!
"
72,"Jake:  I found it at the dump and then buried it without lookin' inside.
"
72,"[They open it.]
"
72,"Finn:  Whoa. Wait a second, man. I know this case.
"
72,"[Flashback. Finn is dancing in the Cotton Candy Forest.]
"
72,"Finn [voice-over]:  One night, while you were away at Lady's house, I was dancing in the woods...
"
72,"Ice King [in flashback]:  Evil tapes! Evil!
"
72,"Finn [voice-over]:  Perchance I saw the Ice King doing something suspicious, so I trailed 'im to the dump, where he buried this case in the ground.
"
72,"Ice King [in flashback]:  You're evil, tapes! Full of evil secrets! That's why I'm going to bury you where no one will ever find you... under all these boogers! [Starts playing in boogers] Wee, hahahahaha! Wee, hahahaha!
"
72,"Finn [voice-over]:  I waited for him to leave... but he played in those boogers for hours. I decided to come back later for the case... but I lost track of it.
"
72,"[Flashback ends.]
"
72,"Jake:  Whoa! And I found it?
"
72,"Finn:  Mm-hmm.
"
72,"Jake:  Heh-heh-heh. Let's have a secret screening! I'll make some fliers for it!
"
72,"[Later, Jake is hammering a flier that says, ""ATTENTION—SECRET TAPE WATCHING PARTY—TODAY AT NOON—AT FINN & JAKE'S AWESOME HOUSE *ONLY FINN AND JAKE AND BEEMO ARE INVITED. ~THANK YOU,"" to a tree. He's hammered in hundreds of these fliers.]
"
72,"Jake:  There. Now nobody will bother us.
"
72,"Finn:  Jake! Jake, come on!
"
72,"[Jake runs to the Tree Fort. The words, ""An Adventure Time Christmas"" appear on the screen.]
"
72,"Finn:  Okay. You can play this [a tape], right, BMO?
"
72,"BMO:  Yes, Finn. It goes in my butt!
"
72,"Finn:  Oh.
"
72,"[Finn inserts the tape.]
"
72,"Jake:  This is so exciting!
"
72,"[Video starts. It's Ice King in his bedroom.]
"
72,"Ice King [on tape]:  Hello, dear diary. Pretty good day so far. Got up bright and early and had a healthy and slimming breakfast, did fourteen minutes of cardio (and then I finally got around to)...
"
72,"Jake:  [Talking over tape] Dude... what are we watchin'?
"
72,"Finn:  I think it's the Ice King's diary.
"
72,"Ice King [on tape]:  ...I mean, I'm not gonna win carpenter of the year or anything, but it's a place to hang up the old toothbrush.
"
72,"[Penguin gets on Ice King's bed.]
"
72,"Penguin:  Wenk. [Walks up to camera]
"
72,"Ice King:  Gunther? Hey, Gunther. Get-get away from the camera, sweetie. Papa's recording his innermost thoughts. 'Member? I explained this to you? [Penguin rubs its stomach.] Hey, Gunther? [Penguin jumps up and down on bed.] GUNTHER!!!
"
72,"Penguin:  Wenk.
"
72,"Ice King:  [To camera] Well, anyway, as you can see, I'm not wearing my—
"
72,"Penguin:  Wenk.
"
72,"Ice King:  [To camera] I'm not wearing my—
"
72,"Penguin:  Wenk wenk.
"
72,"Ice King:  Sweetie, I raised my voice because you were giving me the silent treatment. You understand?
"
72,"Penguin:  Wenk.
"
72,"Ice King:  I love you.
"
72,"Jake:  Can we fast-forward?
"
72,"Finn:  No, man, we might miss something.
"
72,"Ice King [on tape]:  [Sighs] There must be more to life than this...
"
72,"Penguin:  Wenk.
"
72,"Ice King:  I know. You don't like when I'm contemplative. ...C-contemplative... No, con-temp-la—Let's put on a play!
"
72,"Jake:  What?!?
"
72,"Ice King [on tape]:  [Acting as Princess Bubblegum] Oh, Ice King! You're so cool! You take such good care of yourself! I wanna be with you!
"
72,"Penguin:  Wenk. Wenk wenk. [Pulls off pretend-beard]
"
72,"Ice King:  No, Gunther, beard stays on.
"
72,"Penguin:  Wenk.
"
72,"Ice King:  Gunther, I need ya to wear the beard!
"
72,"Penguin:  Wenk!
"
72,"Ice King:  Gunther!
"
72,"Jake:  Hey, pause it, BMO.
"
72,"Finn:  There's gotta be some evil secrets in here. I wanna keep watching.
"
72,"Jake:  Okay... Well, why don't I make us some snacks? So I don't have to watch... this...
"
72,"BMO:  Can we sit on the floor? I feel so far away from you guys!
"
72,"[Time card: Meanwhile]
"
72,"[The scene is in a snowy forest in the Ice Kingdom. A penguin has an apple on his head.]
"
72,"Penguin:  Wenk.
"
72,"Ice King:  [Cracks knuckles] Now hold still... [Aims for apple, but accidentally freezes the penguin's face] You moved! Hey, what's this? [Retrieves flier and reads it] ""Secret tapes""?! I wanna watch! I'll catch ya later, Gunther! [Exits]
"
72,"Penguin:  Wenk!
"
72,"[Back at the Tree Fort]
"
72,"[Finn and Jake are watching another tape. On it, Ice King is throwing a party. A penguin walks off.]
"
72,"Ice King [on tape]:  Gunther, no! Gunther... [Another penguin reacts to the name] Dance pa— [The penguin looks away again] GUNTHER! [Penguin turns to Ice King again] Dance party! [This second pengin runs to Ice King, who dances.]
"
72,"[Jake eats a snack. Finn tries to reach for a snack, but can't. Jake helps him.]
"
72,"Finn:  Thanks, Gunther.
"
72,"Jake:  [Chuckles and munches snack] You're Gunther. [Chuckles with Finn]
"
72,"[On the tape, the second penguin exits the party.]
"
72,"Ice King:  Oh, fine! Who needs you? More dance party for us, right, Gunther? [Slow song plays and Ice King blushes.] Oh... Eh... [Chuckles nervously] May I have this dance? Heh! [Dances with penguin]
"
72,"Finn:  There's probably some evil secrets coming up. [Banging is heard on the front door.] Someone wants to see the secret tapes!
"
72,"Jake:  What? Oh, but I was so clear in my flier!
"
72,"BMO:  Let's peek through the window and check who it is! Maybe it's just pizza.
"
72,"Finn:  Right!
"
72,"[Finn and BMO run towards the window.]
"
72,"Jake:  Wait! Wait!
"
72,"Finn & BMO:  What?
"
72,"Jake:  You guys are checking too loud!
"
72,"Finn:  [Whispering] Oh! You're right. [To BMO] More quietly!
"
72,"[BMO turns down its volume.]
"
72,"BMO:  I am quieter now.
"
72,"Jake:  Cool.
"
72,"[The three tip-toe towards the window and peek through it. Ice King is knocking on the door.]
"
72,"Ice King:  Hey, guys, it's me. Can I come in and watch the secret tapes with you? I brought some gifts! [Looks up]
"
72,"[The trio dive from the window.]
"
72,"Finn & Jake:  Aah!
"
72,"Finn:  Okay. If we're quiet long enough, Ice King will think no one's home and go away.
"
72,"[More banging on the front door.]
"
72,"Ice King:  Eh... No one's home. Guess I'll go away. [Starts to walk away]
"
72,"[Suddenly, BMO's alarm for Finn's bath goes off. Finn and Jake panic.]
"
72,"Ice King:  [Noticing noise] Huh?
"
72,"Finn:  Just turn your alarm off!
"
72,"Ice King:  Hmm. That sounds like BMO! [Knocks on door again]
"
72,"BMO:  My alarm says it's time for Finn's bath. Finn, get naked.
"
72,"Finn:  [Whispering] No, just hit your snooze button!
"
72,"BMO:  I cannot self-snooze. It's against my programming.
"
72,"Finn:  [Whispering] Well, then, tell me how to do it!
"
72,"BMO:  Press and hold. [Finn and Jake do so.] Then, press the button on top of my head. [They do it. BMO makes a ""car alarm off"" noise.] I'm sorry. ...We can still take a bath...
"
72,"[More banging.]
"
72,"Finn:  He must know we're watching his tapes. We need to find his secrets faster.
"
72,"[Scene transition. Finn and Jake view another tape, on which Ice King is crying.]
"
72,"Ice King [on tape]:  Oh, diary! Thank you for listening to me!
"
72,"Finn:  Fast-forward, BMO.
"
72,"[Slowed down, the tape says: ""Y'know, diary, I've been meaning to tell you something insanely private...I'm serious, I.....I...love...to...GRRRR! Fill my bathtub full of milk and sit in it like I'm a magic angel! There, I said it. My, the milk is dense. But when I poke my little toes up from the milk, it startles me, but I giggle! I giggle, diary. I get cold toes, but I giggle! And then I fall asleep, and the milk curdles and I get all stinky and sticky. Disgusting, diary, I'm disgusting! I'm disgusting...I'm disgusting and I smell like curdled milk! Okay, so anyway, back to the Turtle Princess.""]
"
72,"Finn:  Play, BMO.
"
72,"Ice King [on tape]:  So there we are. Turtle Princess is frozen and in my little ice wheelbarrow, and there was... magic in the air. We were both feeling it. [Scowls] But before I could leave the library, Finn and Jake show up. You know how Jake is. Stretch this, stretch that, bah! He knocks off my crown and then Finn bonks me on the nose. Still hurts, too. The worst part is Turtle Princess took away my library card! [Sighs] You know, dear diary, I'm starting to worry that all these entries sound exactly the same, and that my life is just me running in place on some... giant hamster wheel.
"
72,"Jake:  [Sighs tiredly] Fast-forward, BMO.
"
72,"[The tape fast-forwards. Ice King talks about a time when he got stuck in the bathroom.]
"
72,"Jake:  I'm gonna take a nap...
"
72,"Finn:  No! These tapes are important! We just don't know why yet. BMO, fast-forward to triple speed!
"
72,"BMO:  Okay.
"
72,"[BMO does so. On the tape, Ice King is working out.]
"
72,"Finn:  BMO, play normal speed.
"
72,"Ice King [on tape]:  [Trying to lift weights] Come on, baby... in the pocket... [Huffs, out of breath] I can't do it...
"
72,"Jake:  Maybe he's talkin' in secret code.
"
72,"Finn:  Telling evil secrets in secret code... He's brilliant!
"
72,"Jake:  Well, how do we decode the secrets?
"
72,"BMO:  [Ejects tape] Why don't we call others for help?
"
72,"Finn:  BMO, you're brilliant!
"
72,"Jake:  Well, who do we call?
"
72,"Finn:  Um... The smartest person we know, Princess Bubblegum! [Blushes] She's brilliant...
"
72,"[Scene transition. Finn is calling her. Meanwhile, Ice King climbs to the upper story window, laughing deviously.]
"
72,"Finn:  Hey, Princess Bubblegum.
"
72,"Princess Bubblegum:  Hey, Finn.
"
72,"Finn:  Jake and I found a bunch of secret tapes! We were wondering if you'd help us decode them.
"
72,"Princess Bubblegum:  Codes?
"
72,"Jake:  [Taking phone] Yeah, they're really stupid, but, y'know... Maybe they're encoded or whateva.
"
72,"Princess Bubblegum:  Oh, you called the right person. I know a lot about codes. Let's start with—
"
72,"[The line gets cut.]
"
72,"Finn:  What?
"
72,"Jake:  [Groaning] Ohh...
"
72,"[They re-dial.]
"
72,"Finn:  Hey, Princess. We got disconnected.
"
72,"Ice King:  [On other end, imitating Princess Bubblegum] Hello, Finny. [Giggles]
"
72,"Finn & Jake:  Hey/Uhhh, you sound weird!
"
72,"Ice King:  Must be a bad connection. That's why we were disconnected earlier on the telephone.
"
72,"BMO:  Ice King is on the phone outside!
"
72,"[They run towards the window.]
"
72,"Finn:  [Still talking on phone] So... how's the weather in Candy Kingdom?
"
72,"Ice King:  [Still imitating Bubblegum] Oh, the usual. There's ice everywhere and it smells like penguins!
"
72,"Finn:  The only thing that smells like penguins is you, Ice King!!
"
72,"Ice King:  [Gasps; normal voice] How did you—
"
72,"Finn:  What're you doing?!
"
72,"Ice King:  I wanna watch secret tapes with you guys. It'll be nice.
"
72,"Finn:  No, man!
"
72,"Ice King:  But—
"
72,"[Finn hangs up.]
"
72,"Finn:  [To Jake and BMO] He doesn't know that we're watching his tapes. We gotta find these evil secrets before he uses them against us!
"
72,"Ice King:  Oh... Fine. No more nice. NOW YOU GET ICE!! [Flies up and activates his ice magic] Try watching those tapes with FROZEN EYEBALLS!
"
72,"[Ice King laughs evilly as he sprays snow on the Tree Fort. Jake screams. The camera pans into his mouth as the first part concludes.]
"
73,"[The episode opens with Jake still screaming.]
"
73,"Jake:  ...AAAAAAAAAaaa [singing] aaaloutte, gentille Alouette, Alouette, je te plumerai. Je te plumerai la tête! Je te plumerai la tête! Alouette, [Flopping lips with fingers] je te plumerai!
"
73,"[Finn and BMO applaud him.]
"
73,"Finn:  Huh. I guess you do know all the words. Anyway, start the next video, BMO. We gotta crack the code on the Ice King's evil secret tapes!
"
73,"[Outside, the Ice King finishes covering the Tree Fort with snow. He grunts angrily.]
"
73,"Finn:  Brrrr... You guys cold?
"
73,"Jake:  Yeah, it's kinda chilly in here.
"
73,"[Finn rewinds the tape. Ice King clears the snow to look through a window. Finn, Jake, and BMO are now wearing sweaters and have the fireplace lit.]
"
73,"Ice King:  [To himself] Agh... What's on those tapes...? I can kinda... make it out... Dang it, BMO, just turn to your right a little.... Ugh!! By the power of ice... I want your cup of cocoa to fall over. [BMO's hot chocolate freezes, rises from the cup, and knocks the cup over.] Yes! Now turn and pick it up... [BMO turns of his own accord.] Yes... Yes... [Gasps as he views himself on BMO's screen] That's... me? [Beat] THEY'RE WATCHING MY SECRET TAPES?! [Goes away from window angrily] And they're cozy. I'll show them. [Makes snowman] This snowman looks pretty good. [Smiles] Pretty darn good! [He puts a face on it and laughs playfully.]
"
73,"[Inside, Finn and Jake are watching a tape of Ice King crying. A penguin comes up.]
"
73,"Penguin [On tape]:  Wenk.
"
73,"Ice King [On tape]:  Could I have five more minutes, please?
"
73,"[The penguin walks away; Ice King continues crying. Finn and Jake stare awkwardly at the screen. A screen bug pops up that says, ""You're watching AN ADVENTURE TIME CHRISTMAS SPECIAL—ON CN."" The video deactivates.]
"
73,"BMO:  I think I can break the code, Finn.
"
73,"Finn:  Really?
"
73,"BMO:  Yes. I have detected a noticeable pattern in the tears of sadness that fall from the Ice King's eyeballs. [BMO demonstrates on the screen.] His tears drop at an equal rate until the thirteenth tear, when the right eye drops two tears instead of one.
"
73,"Finn:  Whoa...
"
73,"Jake:  This is so fascinating...
"
73,"BMO:  The thirteenth letter of the alphabet is ""M."" If I print the letter ""M"" every time the Ice King says an ""M"" word, it looks like this! [Prints paper]
"
73,"Finn:  Oh, my Glob, Jake... Is this it? Could this be the Ice King's evil secret? [The paper shows ASCII art of a penguin.] [Furiously ripping up paper] WHAT DOES IT MEAN?!
"
73,"[Outside, Ice King is pacing back and forth in front of a snowman army.]
"
73,"Ice King:  Some of you won't survive this. You'll melt or split in half or your head will fall off... but that's fine... because you're made of snow. Only one thing matters today! Getting into that tree house, getting my tapes back, and beating up Finn and Jake! [Beat] Maybe BMO. Yeah, BMO too! Who's with me?! [No response] Hey, why're you guys so quiet? Are you mad? [Snaps] Oh, that's right. You're not alive yet. My bad.
"
73,"[He uses his ice magic to put life into the snowmen. The snowmen yell and grunt. Finn, Jake, and BMO notice the noise and run towards the window. When Finn opens the curtains, Ice King right in front of the window.]
"
73,"Ice King:  Gimme my tapes back.
"
73,"Finn:  No, man! I know you've got evil secrets on these, and we're gonna find 'em!
"
73,"Ice King:  Snowmen! Attack!
"
73,"[The snowmen come towards Ice King and attack him.]
"
73,"Finn:  [Closing curtain] Crip, Jake! We gotta unravel these evil secrets at warp-crazy!
"
73,"[The trio goes to the bedroom and hides under the bed to watch another tape.]
"
73,"Ice King [On tape]:  Good morning. You're watching the evening news. There's been an unfortunate event. Let's go talk to some witnesses. [He turns the camera to an imprisoned Wildberry Princess.] Princess, what is your name?
"
73,"Wildberry Princess [On tape]:  Please! Let me go home!
"
73,"Ice King:  [Jokingly] So, Princess ""Please-let-me-go-home,"" what was it like to experience this tragedy?
"
73,"Wildberry Princess:  What? [Stammering] I... I don't... uh... um...
"
73,"Ice King:  Yeah, we're on air, honey, so spit it out.
"
73,"Wildberry Princess:  I... I don't know what you're talking about.
"
73,"Ice King:  Obviously traumatized and in a state of shock. Let's go ask somebody else something. [Turns camera upside-down] Upside-down Princess, do you think things will change politically because of today's events?
"
73,"Wildberry Princess:  You're really frightening me.
"
73,"Ice King:  Well, there ya have it, folks. People are very upset that Gunther tried to eat Ice King's socks! Very upset! That's why Gunther has to stay in the corner! [Turns camera to a penguin]
"
73,"Finn:  Weird... [A loud sound is heard] He's sneakin' in through the chimney!
"
73,"[Ice King busts horizontally though the chimney into the tree house.]
"
73,"Ice King:  Ah... The element of surprise... Ah, jeez, I'm filthy. [Takes off robe] Well, now I'm cleaner, but I'm also nakeder. [Goes to another room and notices a table full of delicious-looking food.] Ohh! Mmm... [Licks lips] Just what I need... [He pulls the table cloth from under the dishes, shattering and spilling everything on the table.] Hehehehe... [Dons red cloth; goes to door and opens it to reveal four waiting snowmen] Come on, come on!
"
73,"[The snowmen enter the house. Ice King pulls out a locket with pictures of Finn and Jake in it to show the snowmen what they look like. The snowmen scour the house.]
"
73,"[Back in the bedroom, Finn and Jake are watching a tape of Ice King singing a cover of Marceline's Fry Song.]
"
73,"Jake:  Yeeeesh.....
"
73,"[Back in the other room, a snowman opens the refrigerator and motions the other three snowmen to join him. The four snowmen look through the refrigerator. Ice King angrily shoos them away.]
"
73,"Ice King:  [Whispering to a snowman looking in a fruit bowl] They wouldn't be in the fruit bowl! [The snowman has an apple stuck on his face.] Ohhh! Well, look at you with your nose shining so bright! You're so unique! Hehe! I'll name you Red-nose, and make you leader of the pack! [He accidentally knocks the apple off the snowman's face.] Eh... Well, now you look boring. [The snowman makes a devastated face. Ice King picks up the apple.] You want somethin' done right, ya gotta do it yourself. [Sticks apple on nose and smiles]
"
73,"[In the bedroom, Finn and Jake are watching another tape of Ice King crying. A snowman notices them and knocks the bed over, uncovering the trio.]
"
73,"Ice King:  Now gimme my evil tapes back!! They're supposed to be buried!! In the ground!! [Fires ice blast at Finn and Jake, who dodge it.] Snow goons!!
"
73,"[While Finn and Jake fight, BMO goes into hiding.]
"
73,"BMO:  Oh, no!
"
73,"Jake:  Don't worry, BMO!
"
73,"[Jake grabs a snowman. Ice King freezes the snowman, trapping Jake. Finn fights another snowman.]
"
73,"BMO:  Finn! There is one more tape!
"
73,"Finn:  Play it! His evil secret must be on that tape!!
"
73,"Ice King:  [Urging] No, BMO, please don't play it.
"
73,"[BMO does anyway. The final video activates. A human man is viewed on the screen.]
"
73,"Simon [On tape]:  Hello. My name is Simon Petrikov. I am recording this tape so that people will know my story.
"
73,"Ice King:  Oh, no! Turn it off, BMO, turn it off!!
"
73,"Simon [On tape]:  I was studying to be an antiquarian of ancient artifacts. Now, I never believed in the supernatural stuff myself—just had a fascination with superstitions... but everything changed when I came into contact with this item....
"
73,"[Simon Petrikov slowly opens a safe and takes out a gem-encrusted crown. Finn and Jake look surprised.]
"
73,"Finn and Jake:  The Ice King!! [Interested, they sit down to listen closer. Ice King comes closer as well.]
"
73,"Simon:  After purchasing this crown from an old dock worker in northern Scandinavia, I brought it home and excitedly showed my fiancée Betty, [Putting crown on] and jokingly put it on my head just for a laugh or something... and that's when it started... The visions... [Whispering] I fought with them... [Raising his voice, frightened] Shouted at them until I realized it wasn't real—it was the crown!! [Taking crown off] I quickly took it off... and saw my fiancée in front of me... [Whispering] looking at me with such contempt. What had I said? What had I done when I wore this crown? All I know is I never saw Betty again.
"
73,"[Another recording activates. Simon now has paler hair, blue skin, and stubble on his chin.]
"
73,"Simon:  Since then, I see the visions always whether or not I wear the crown. They tell me the secrets... the secrets of the ice and snow... that the power of the crown will save me with its frost. I don't yet know what this means. As you can see, my skin is beginning to turn blue. My body temperature has been lowering at a supernatural rate, to what is now about 30°C. I don't know when it will end... I'm really scared...
"
73,"[Another recording activates. Simon now has a white mustache and beard.]
"
73,"Simon:  I know my mind is changing... but I'm already too far gone to know what to do. I want people to know that... if I do things... if I do things that hurt anyone, please... please forgive me.
"
73,"[Another recording activates. Simon now very closely resembles Ice King.]
"
73,"Simon:  Just watch over me until I can find a way out of this labyrinth in my brain and regain my sanity!! And then maybe Betty, my princess... maybe you will love me again. [Sobbing] Please love me again, Betty!!
"
73,"[Ice King cries.]
"
73,"Jake:  Drrr-AMA bomb!!
"
73,"Ice King:  Now you know my secret! You know... that I used to wear glasses! [Sobs more] Maybe kidnapping Wildberry Princess will cheer me up.
"
73,"Finn:  Wait, Ice King. [Dead serious] BMO, eject tape, please. [BMO ejects the tape, sending it flying into the case with the other tapes. Finn grabs the case and walks over to Ice King.] Here, Ice King.
"
73,"Ice King:  What's this? You're giving me... a gift.
"
73,"Finn:  No... It's... well... These belong to you.
"
73,"Ice King:  But it's not even my birthday! This is so exciting! [Opens case] Video tapes! Heh, you know, I had a bunch of these once, but I threw them away! This is great, Finn! Thank you!
"
73,"Jake:  It's from me, too.
"
73,"Ice King:  Oh! I have presents for you guys, too! [Goes to get them; Finn and Jake look at each other.] Here. It's a small pine tree. I chopped it down in one foul swoop! And this [a skunk that is either stuffed or dead] is for you!
"
73,"Jake:  [Taking skunk] Uh... thanks.
"
73,"Ice King:  Oh, isn't this fun?! We're giving each other presents, we're wearing silly clothes, there's snow everywhere... Let's do this every day!
"
73,"Jake:  Uh...
"
73,"Finn:  How about once a year?
"
73,"Ice King: [Laughing] Okay, that sounds good.
"
73,"[Later]
"
73,"Shelby:  And so it was decided... that once every year when the weather got chilly, that Finn, Jake, the Ice King, BMO, Princess Bubblegum, Marceline the Vampire Queen, Cinnamon Bun, Peppermint Butler, Phil, a candy cane man, one of the gumdrop girls, Lady Rainicorn, Lumpy Space Princess, that guy, the other guy, a pig, Tree Trunks, a two-headed duck, the old crazy Tart Toter, the punch bowl, a booger, and Gunter... would get together while wearing really big sweaters and watch videos on the floor next to a fire... to celebrate the day when Finn and Jake had a fleeting moment of empathy for the biggest weirdo in Ooo. It was a miracle. Good night.
"
73,"[The story ends.]
"
74,"[The episode begins with Finn and Jake walking in Marceline's cave. Finn is holding a balloon, and Jake is holding his viola.]
"
74,"Finn:  Do you think it's right for Marceline to invite us to jam without Princess and BMO?
"
74,"Jake:  It's just a jam sesh. Is that what you're gonna jam with?
"
74,"Finn:  Yeah, man. Balloon music is the future. Listen. [He starts rubbing his balloon and demonstrates balloon music by rapping the Extremities Song.]
"
74,"Jake:  Pretty good. [They continue walking and come up to Marceline's house.] I don't think you mastered it yet.
"
74,"Finn:  Well, duh. I just started.
"
74,"Jake:  Oh, dude. There's a note.
"
74,"Finn:  What's it say?
"
74,"Jake:  [Reading note on Marceline's door] ""Hey, guys, I had to run out, but I'll be back,"" blee-bloo-blop, ""Don't go in my house.""
"
74,"Finn:  That's it?
"
74,"Jake:  Yeah. Just ""Don't go in my house"" in all caps... written in blood.
"
74,"Finn:  Hmm. [Finn rubs his balloon and sits down; Jake also sits down and closes his eyes.] What are you doing?
"
74,"Jake:  Eliminating desire from my heart. It helps pass the time.
"
74,"Finn:  Come on! I can't do that! Let's play Cloud Hunt 'til she gets here.
"
74,"Jake:  No, man, I got a mental block with Cloud Hunt!
"
74,"Finn:  Yeah, that's what makes it awesome, 'cause I know I'll win.
"
74,"Jake:  Oh, what?! Bring it on, brother! Now explain the rules 'cause I forget.
"
74,"Finn:  Okay. I count to ten and you go hide somewhere. Then, I gotta try to find you. You can hide... anywhere in here. Anywhere in here, ...but Marcy's house is off limits because she said so. Okay?
"
74,"Jake:  Got it.
"
74,"Finn:  Okay. I'm gonna start counting. Ready?
"
74,"Jake:  [Glances at Marceline's house] Yes.
"
74,"Finn:  Go! One... [Jake runs towards Marceline's house.] Two... Three... Four... Five... Four...
"
74,"[While Finn is counting, Jake goes through Marceline's dog-door. Finn then recites the poem that goes with Cloud Hunt.]
"
74,"Finn:  Cloud Hunt... GOTCHA! Huh. Hmm. [Checks under porch] AH-HA! [Finds nothing and goes on porch; spots Jake] JAKE! [Jake starts mirroring Finn.] Get out of there! Marceline's gonna kill you! Jake! I know this isn't a mirror. What the—?! You're doing it wrong, even! Get out! Get out!! [Finn goes inside. Jake spots him and continues mirroring him.] Dude, get out of there! She's gonna kill us! She'll be home any minute! Did you read the note?! I mean, you read the note! You told it to me!! [Gasps and tackles Jake]
"
74,"[Marceline appears. Jake and Finn go upstairs before she can spot them.]
"
74,"Marceline:  [sniffs] Smells like sourdough in here.
"
74,"[Cuts to upstairs in Marceline's bedroom; Finn and Jake hide in her closet]
"
74,"Jake:  She's gonna kill us. Once she finds out she's gonna tie us up and eat us like a spider.
"
74,"Finn:  You don't think I know that?! Hmmmmmmm... We'll wait for the right moment and sneak out... right under her big, fat caboose.
"
74,"Jake:  Okay, man. I can do this. [Begins pumping his fist] Egh! Egh! Egh!!
"
74,"Finn:  Shh, here she comes!
"
74,"[Marceline pokes her head through her floor door.]
"
74,"Jake:  Here she comes...
"
74,"Finn:  Shh, shh!!
"
74,"[Marceline sniffs around. She turns the lights on and sniffs again.]
"
74,"Marceline:  Huh.
"
74,"[She goes to the bathroom to urinate.]
"
74,"Jake:  Let's get outta here.
"
74,"[Finn attempts to open the closet door; it creaks.]
"
74,"Marceline:  Hello?
"
74,"[Marceline flushes and comes out of the bathroom.]
"
74,"Jake:  She didn't wash hands!
"
74,"Marceline:  Is someone here?
"
74,"Finn:  [To Jake] Shh!!
"
74,"[Marceline sniffs; Finn and Jake get distressed. Eventually she sniffs her armpit.]
"
74,"Marceline: That's what stinks. [Finn and Jake look relieved.] Where are those dweebs? [Dials cell phone; it begins to ring.]
"
